10028	DAIO	컴퓨터전자장비/기기	0.29	1.62	10.58	데이터 인아웃	3.0688
10029	DAKT	컴퓨터전자장비/기기	0.43	2.90	37.05	닥트로닉	16.0650
10030	DALN		5.56	0.71	0.84	댈러스뉴스	4.7000
10031	DASH		0.76	12.03	311.45	도어대시	238.2000
10032	DATS		1.39	1.04	1.83	댓챗	2.5500
10033	DAVE		3.63	17.45	72.05	데이브	261.8650
10034	DAWN		0.67	1.44	10.20	데이 원 바이오파머슈티컬스	6.8230
10035	DBVT	바이오	5.77	69.71	1.69	DBV 테크놀로지스(ADR)	9.7600
10036	DCBO		0.76	16.43	37.72	도세보	28.7304
10037	DCGO		0.01	0.51	136.09	독고	1.5650
10038	DCOM	금융서비스	0.64	0.95	44.21	다임 커뮤니티 뱅크셰어스	28.0800
10039	DCTH		0.51	5.26	24.93	델캐스 시스템스	12.6100
10040	DDI		2.37	0.53	4.03	더블다운 인터랙티브(ADR)	9.5500
10041	DDOG		0.46	15.88	290.99	데이터도그	134.3200
10042	DEFT		0.07	17.91	41.54	디파이 테크놀로지스	2.8000
10043	DERM		0.40	7.47	17.58	저니 메디컬	6.9600
10044	DFDV		0.26	67.77	74.61	디파이 디벨롭먼트	19.2800
10045	DGICA	보험	2.04	1.14	9.17	더니골 그룹 A	18.7500
10046	DGICB	보험	1.84	1.17	9.41	더니골 그룹 B	17.3100
10047	DGII	통신장비	1.13	2.16	31.24	디지 인터내셔널	35.3085
10048	DGXX		0.43	3.94	6.03	디지 파워 X	2.5950
10049	DH		4.40	1.89	0.93	데피니티브 헬스케어	4.0950
10050	DHC		1.22	0.46	3.05	다이버시파이드 헬스케어	3.7300
10051	DHIL	금융서비스	14.81	2.50	10.27	다이아몬드 힐 인베스트먼트 그룹	152.1000
10052	DIBS		0.55	1.03	5.09	퍼스트딥스	2.7900
10053	DIOD	반도체 및 반도체장비	0.55	1.46	102.62	다이오즈	56.5000
10054	DIST		0.14	22.26	203.19	디스토큰 애퀴지션	28.0000
10055	DJCO	미디어	76.71	1.76	5.58	데일리 저널	427.9600
10056	DJT		0.51	4.47	35.50	트럼프 미디어 앤드 테크놀로지 그룹	18.0500
10057	DKNG		0.82	41.65	50.10	드래프트킹스	40.8750
10058	DLHC	상업 및 전문서비스	0.37	0.75	15.65	DLH 홀딩스	5.8600
10059	DLO		0.45	7.41	24.53	디로컬	11.0780
10060	DLPN	미디어	2.14	1.37	0.53	돌핀 엔터테인먼트	1.1400
10061	DLTH	도/소매	1.59	0.45	1.36	덜루스 홀딩스	2.1500
10062	DLTR	도/소매	13.88	5.49	7.35	달러 트리	101.9400
10063	DMAA		0.03	2.43	361.35	드럭스 메이드 인 아메리카 애퀴지션	10.1900
10064	DMAC	바이오	0.65	4.57	5.61	디아메디카 테라퓨틱스	3.6200
10065	DMLP	에너지 및 관련 서비스	2.09	3.80	13.27	도체스터 미네랄스	27.7750
10066	DMRC	인터넷소프트웨어 및 IT서비스	1.88	5.96	7.35	디지마크	13.8300
10067	DNLI	바이오	2.67	1.90	5.49	디날리 테라퓨틱스	14.6700
10068	DNTH		2.89	1.82	6.46	다이앤서스 테라퓨틱스	18.6300
10069	DNUT		0.13	0.51	25.36	크리스피 크림	3.2812
10070	DOCU	인터넷소프트웨어 및 IT서비스	5.29	7.70	14.52	도큐사인	76.8252
10071	DOGZ	섬유의복 및 호화제품	0.40	1.58	23.41	도그니스 인터내셔널	9.2700
10072	DOMH		4.54	1.83	1.17	도미너리 홀딩스	5.3000
10073	DOOO	여행서비스 및 제품	0.53	11.21	97.46	BRP	51.5950
10074	DORM	자동차관련부품	6.96	2.89	18.17	도먼 프라덕츠	126.4900
10075	DOX	인터넷소프트웨어 및 IT서비스	4.78	2.96	19.09	암독스	91.2100
10076	DOYU	미디어	1.32	0.74	5.02	도유 인터내셔널 홀딩스(ADR)	6.6300
10077	DPRO		3.11	16.47	1.00	드라간플라이	3.1094
10078	DRIO	건강관리장비 및 서비스	0.88	0.42	0.82	다리오헬스	0.7200
10079	DRMA		7.92	0.56	0.09	더메타 테라퓨틱스	0.6742
10080	DRRX	제약	0.51	3.71	1.25	듀렉트	0.6402
10081	DRS		0.87	4.65	51.62	리어나도 DRS	45.0100
10082	DRTS		0.46	3.89	6.72	알파 타우 메디컬	3.1100
10083	DRUG		0.37	5.22	76.24	브라이트 마인즈 바이오사이언시스	28.5200
10084	DRVN		1.81	4.59	9.91	드리븐 브랜즈 홀딩스	17.9600
10085	DSGN		0.99	0.92	3.74	디자인 테라퓨틱스	3.7100
10086	DSGR		0.02	2.09	1773.60	디스트리뷰션 솔루션스 그룹	28.5550
10087	DSGX	인터넷소프트웨어 및 IT서비스	1.66	5.96	60.88	데카르트 시스템스 그룹	100.8600
10088	DSP		0.03	23.09	442.76	바이언트 테크놀로지	13.3270
10089	DSWL	컴퓨터전자장비/기기	0.70	0.45	4.11	데스웰 인더스트리	2.8734
10090	DTCK		0.11	3.88	7.14	데이비스 커모더티스	0.7804
10091	DTI		0.05	0.83	59.79	드릴링 툴스 인터내셔널	2.8700
10092	DTIL	바이오	2.01	0.90	2.10	프리시전 바이오사이언시스	4.2215
10093	DTSQ		0.21	2.32	50.36	DT 클라우드 스타 애퀴지션	10.3800
10094	DTSS	인터넷소프트웨어 및 IT서비스	2.38	5.20	0.81	데이터시	1.9300
10095	DTST		0.03	1.16	136.63	데이터 스토리지	3.5250
10096	DUO		0.05	1.41	39.71	팡둬둬 네트워크 그룹	2.0850
10097	DUOL		2.00	20.35	200.00	듀오링고	400.4500
10098	DUOT		1.20	16.96	6.23	듀오스 테크놀로지 그룹	7.5000
10099	DVAX	바이오	0.53	2.36	19.18	다이나백스 테크놀로지스	10.1250
10100	DVLT		13.74	0.55	0.05	데이터볼트 AI	0.6766
10101	DWSN	에너지 및 관련 서비스	0.29	2.36	4.79	도슨 지오피지컬	1.3915
10102	DXCM	건강관리장비 및 서비스	1.33	14.49	62.88	덱스컴	83.7600
10103	DXLG		0.05	0.44	21.86	데스티네이션 XL 그룹	1.1650
10104	DXPE	무역회사	4.81	3.12	18.41	DXP 엔터프라이지스	88.4688
10105	DXR		0.10	1.27	90.55	닥소	9.2000
10106	DXST		0.13	4.21	10.05	디슨트 홀딩	1.3000
10107	DYAI	바이오	0.20	30.72	4.80	다이아딕 인터내셔널	0.9430
10108	DYCQ		0.30	2.58	36.35	DT 클라우드 애퀴지션	10.8750
10109	DYN		3.59	1.55	2.55	다인 테라퓨틱스	9.1500
10110	EA	미디어	4.24	6.21	37.08	일렉트로닉 아츠	157.0800
10111	EBAY	도/소매	4.18	7.07	18.07	이베이	75.6290
10112	EBC		0.66	0.93	23.95	이스턴 뱅크셰어스	15.7750
10113	EBMT	상업은행	1.42	0.78	12.21	이글 뱅코프 몬태나	17.3000
10114	EBON		3.22	0.08	1.02	이방 인터내셔널 홀딩스	3.2810
10115	EBTC	상업은행	3.27	1.29	12.14	엔터프라이즈 뱅코프	39.6400
10116	ECBK		0.56	0.85	28.34	ECB 뱅코프	15.8350
10117	ECOR	건강관리장비 및 서비스	1.64	9.13	3.28	일렉트로코어	5.3700
10118	ECPG	금융서비스	4.90	1.17	8.34	앙코어 캐피털 그룹	40.8900
10119	EDAP	건강관리장비 및 서비스	0.57	1.68	2.91	EDAP TMS(ADR)	1.6700
10120	EDBL		59.48	1.99	0.04	에디블 가든	2.6590
10121	EDIT	바이오	3.04	3.76	0.92	에디타스 메디신	2.8050
10122	EDRY	해운	4.24	0.30	2.36	유로드라이	10.0061
10123	EDSA	바이오	1.60	2.27	1.28	에데사 바이오테크	2.0500
10124	EDTK		0.47	0.70	1.81	스킬풀 크래프츠맨 에듀케이션 테크놀로지	0.8449
10125	EDUC	도/소매	0.63	0.29	2.17	에듀케이셔널 디벨롭먼트	1.3699
10126	EEFT	인터넷소프트웨어 및 IT서비스	6.77	3.46	15.40	유로넷 월드와이드	104.2400
10127	EEIQ		0.47	1.40	1.16	에픽퀘스트 에듀케이션 그룹 인터내셔널	0.5500
10128	EFOI	기계 및 전기장비	0.29	4.38	8.11	에너지 포커스	2.3200
10129	EFSC	상업은행	5.10	1.16	11.01	엔터프라이즈 파이낸셜 서비시스	56.1900
10130	EFSI		2.08	0.97	15.58	이글 파이낸셜 서비시스	32.3600
10131	EGAN	인터넷소프트웨어 및 IT서비스	0.10	3.54	67.92	이게인	6.6150
10132	EGBN	상업은행	1.50	0.50	13.74	이글 뱅코프	20.5500
10133	EGHT		0.21	2.30	9.85	8X8	2.0950
10134	EH		0.49	6.92	34.48	이항 홀딩스(ADR)	16.8023
10135	EHGO		0.16	1.35	5.45	이샬고	0.8584
10136	EHLD		1.34	1.22	5.60	유로홀딩스	7.4900
10137	EHTH	보험	0.69	0.22	6.07	이헬스	4.2000
10138	EKSO	건강관리장비 및 서비스	7.30	0.51	0.47	엑소 바이오닉스 홀딩스	3.4300
10139	ELAB		409.35	0.21	0.01	PMGC 홀딩스	2.4000
10140	ELBM		1.46	0.43	0.75	일렉트라 배터리 머티리얼스	1.0950
10141	ELDN		2.21	1.57	1.36	엘레던 파머슈티컬스	3.0100
10142	ELEV		0.81	0.48	0.47	엘리베이션 온콜로지	0.3786
10143	ELPW		0.22	0.27	5.69	이룽 파워 홀딩	1.2326
10144	ELSE	컴퓨터전자장비/기기	0.11	1.10	42.17	일렉트로 센서스	4.5500
10145	ELTK	컴퓨터전자장비/기기	0.52	1.67	20.06	엘텍	10.3500
10146	ELTX		4.16	14.20	1.90	엘리시오 테라퓨틱스	7.9200
10147	ELVN		1.93	3.49	10.64	인라이븐 테라퓨틱스	20.5300
10148	ELWS		0.58	5.51	4.60	얼리웍스(ADR)	2.6499
10149	EM		0.01	0.80	139.63	스마트 셰어 글로벌(ADR)	1.1450
10150	EMCG		0.16	5.44	76.18	임브레이스 체인지 애퀴지션	12.1500
10151	EMCGU		0.25	5.43	48.06	임브레이스 체인지 애퀴지션 유닛	12.1075
10152	EML	기계 및 전기장비	2.34	1.19	10.08	이스턴	23.6000
10153	ENGN		1.65	0.86	2.32	엔진 홀딩스	3.8250
10154	ENLT		1.03	2.34	24.61	인라이트 리뉴어블 에너지	25.2800
10155	ENLV	바이오	0.64	1.34	1.80	엔라이벡스 테라퓨틱스	1.1599
10156	ENPH	반도체 및 반도체장비	1.07	6.69	38.49	인페이즈 에너지	41.3700
10157	ENSC		6.36	1.24	0.36	엔시스 바이오사이언시스	2.3000
10158	ENSG	건강관리장비 및 서비스	5.32	4.42	27.80	엔사인 그룹	147.9800
10159	ENTA	바이오	4.54	1.85	1.78	에난타 파머슈티컬스	8.1000
10160	ENTG	반도체 및 반도체장비	2.04	3.46	41.97	인테그리스	85.7600
10161	ENTX	바이오	0.26	4.45	7.36	엔테라 바이오	1.9000
10162	ENVB		13.34	0.78	0.09	엔버릭 바이오사이언시스	1.2400
10163	ENVX		1.29	8.95	8.48	에노빅스	10.9750
10164	EPIX	바이오	0.64	0.67	2.68	ESSA 파머	1.7200
10165	EPSN	에너지 및 관련 서비스	0.20	1.62	36.59	엡실론 에너지	7.3400
10166	EQ	바이오	0.39	1.06	0.80	이퀼리움	0.3152
10167	EQIX	REIT's 및 부동산관리개발	9.62	5.55	81.90	에퀴닉스	788.2850
10168	ERAS		0.62	1.04	2.35	에라스카	1.4650
10169	ERIC	통신장비	0.05	3.31	181.66	에릭슨 B(ADR)	8.5200
10170	ERIE	보험	11.66	7.58	28.86	이리 인뎀너티	336.4250
10171	ERII	기계 및 전기장비	0.36	3.57	35.40	에너지 리커버리	12.9000
10172	ESCA	여행서비스 및 제품	0.98	1.19	14.80	에스컬레이드	14.5750
10173	ESEA	해운	18.57	0.86	2.50	유로시스	46.5250
10174	ESGL		0.04	8.75	84.88	ESGL 홀딩스	3.2000
10175	ESGR	보험	31.29	0.81	10.80	엔스타 그룹	337.9100
10176	ESHA		0.25	6.30	43.52	ESH 애퀴지션	10.9900
10177	ESLT	우주항공 및 국방	7.88	5.83	54.75	엘빗 시스템스	431.5500
10178	ESOA		1.10	3.10	9.06	에너지 서비시스 오브 아메리카	9.9850
10179	ESQ	상업은행	5.28	3.34	18.80	에스콰이어 파이낸셜 홀딩스	99.2500
10180	ESSA	금융서비스	1.55	0.87	13.13	ESSA 뱅코프	20.3400
10181	ESTA	건강관리장비 및 서비스	3.10	32.40	13.93	이스태블리시먼트 랩스 홀딩스	43.2000
10182	ETNB		3.38	2.44	2.99	89바이오	10.1100
10183	ETON	제약	0.18	15.52	80.54	이턴 파머슈티컬스	14.1500
10184	EU		0.43	2.02	6.79	앙코어 에너지	2.9050
10185	EURK		0.17	74.12	62.48	유리카 애퀴지션	10.5400
10186	EURKU		0.03	76.02	338.87	유레카 애퀴지션 유닛	10.8100
10187	EVCM		0.18	2.67	60.07	에버커머스	10.6090
10188	EVER	미디어	1.03	5.81	23.38	에버쿼트	24.0600
10189	EVLV		0.28	7.82	20.55	이볼브 테크놀로지스	5.8000
10190	EVO		0.63	1.55	6.84	에보테크(ADR)	4.2900
10191	EVOK	제약	3.18	0.68	0.84	이보크 파머	2.6700
10192	EVRG		3.80	1.59	18.07	에버지	68.5900
10193	EVTV		0.90	0.46	0.20	인바이로테크	0.1816
10194	EWBC	상업은행	8.38	1.84	12.66	이스트 웨스트 뱅코프	106.1000
10195	EWCZ		0.20	4.45	27.84	유러피언 왁스 센터	5.6850
10196	EWTX		1.55	2.90	8.46	에지와이즈 테라퓨틱스	13.1000
10197	EXAS	바이오	5.50	4.24	9.80	이그젝트 사이언시스	53.9100
10198	EXC		2.70	1.56	15.85	엑셀론	42.7350
10199	EXE		5.37	1.52	20.47	익스팬드 에너지	109.8600
10200	EXEL	바이오	2.20	5.66	19.89	엑셀릭시스	43.8500
10201	EXFY		0.11	1.69	23.23	익스펜시파이	2.4650
10202	EXLS	인터넷소프트웨어 및 IT서비스	1.32	7.07	33.23	익슬서비스 홀딩스	44.0000
10203	EXPE	도/소매	8.49	20.21	20.08	익스피디아 그룹	170.4200
10204	EXPI	REIT's 및 부동산관리개발	0.11	7.08	87.85	EXP 월드 홀딩스	9.6110
10205	EXPO	상업 및 전문서비스	2.04	8.85	37.55	익스포넌트	76.7800
10206	EXTR	통신장비	0.42	34.34	44.47	익스트림 네트웍스	18.5000
10207	EYE	도/소매	0.33	2.28	72.82	내셔널 비전 홀딩스	24.1400
10208	EYPT	제약	2.41	2.28	4.11	아이포인트 파머슈티컬스	9.9050
10209	EZPW	금융서비스	1.13	0.88	12.07	이즈코프	13.6950
10210	FA		0.90	2.24	18.25	퍼스트 어드밴티지	16.4900
10211	FAAS		0.01	0.43	97.78	디지아시아	0.5671
10212	FACT		0.06	2.57	185.92	팩트 애퀴지션 2	10.3000
10213	FAMI	음식료 및 담배생산	8.47	0.01	0.21	팜미	1.7900
10214	FANG	에너지 및 관련 서비스	16.35	1.06	8.65	다이아몬드백 에너지	141.3884
10215	FARM	음식료 및 담배생산	0.67	0.83	2.12	파머 브라더스	1.4300
10216	FARO	컴퓨터전자장비/기기	0.05	3.24	908.70	파로 테크놀로지스	43.8900
10217	FAST	무역회사	1.00	13.16	42.23	패스널	42.3350
10218	FATE	바이오	1.49	0.44	0.74	페이트 테라퓨틱스	1.1040
10219	FBIO	바이오	2.32	2.43	0.79	포트리스 바이오테크	1.8302
10220	FBIZ	상업은행	5.50	1.36	9.64	퍼스트 비즈니스 파이낸셜 서비시스	53.0400
10221	FBLA		0.34	0.63	33.14	FB 뱅코프	11.3500
10222	FBLG		0.21	9.84	2.86	파이브로바이오로직스	0.6131
10223	FBNC	상업은행	2.11	1.27	21.93	퍼스트 뱅코프 오브 노스 캐롤라이나	46.3200
10224	FBRX		13.81	2.25	0.95	포르테 바이오사이언시스	13.1300
10225	FCAP	상업은행	3.65	1.22	11.98	퍼스트 캐피털	43.7600
10226	FCBC	상업은행	2.75	1.51	14.85	퍼스트 커뮤니티 뱅크셰어스	40.8400
10227	FCCO	상업은행	1.99	1.30	12.79	퍼스트 커뮤니티	25.4000
10228	FCEL	기계 및 전기장비	7.42	0.20	0.72	퓨얼셀 에너지	5.3150
10229	FCFS	금융서비스	6.25	2.94	21.82	퍼스트캐시 홀딩스	136.2700
10230	FCNCA	상업은행	174.60	1.30	11.91	퍼스트 시티즌스 뱅크셰어스	2080.0000
10231	FCUV		0.43	16.04	9.40	포커스 유니버설	4.0750
10232	FDBC	상업은행	3.76	1.33	12.97	피델리티 D 앤드 D 뱅코프	48.7600
10233	FDMT		3.37	0.42	1.26	4D 멀레큘러 테라퓨틱스	4.2400
10234	FDSB		0.01	0.54	955.43	피프스 디스트릭트 뱅코프	12.3250
10235	FDUS	금융서비스	2.34	1.05	8.75	피더스 인베스트먼트	20.4350
10236	FEAM		16.11	0.95	0.22	5E 어드밴스드 머티리얼스	3.4982
10237	FEBO		0.18	1.85	5.46	펜보 홀딩스	0.9800
10238	FEIM	컴퓨터전자장비/기기	2.41	3.94	8.78	프리퀀시 일렉트로닉스	21.1300
10239	FELE	기계 및 전기장비	3.83	3.25	24.12	프랭클린 일렉트릭	92.2800
10240	FEMY		0.91	12.74	1.03	피메이시스	0.9389
10241	FER		4.84	6.07	10.92	페로비알	52.8800
10242	FFAI		19.46	1.02	0.08	패러데이 퓨처 인텔리전트 일렉트릭	1.6500
10243	FFBC	상업은행	2.40	0.97	10.57	퍼스트 파이낸셜 뱅코프	25.4000
10244	FFIC	상업은행	1.42	0.60	8.73	플러싱 파이낸셜	12.4300
10245	FFIN	상업은행	1.62	3.16	23.11	퍼스트 파이낸셜 뱅크셰어스	37.3400
10246	FFIV	통신장비	10.53	5.15	27.99	F5	294.7000
10247	FGBI	상업은행	0.13	0.50	65.43	퍼스트 개런티 뱅크셰어스	8.6100
10248	FGF		5.59	0.50	2.95	펀더멘털 글로벌	16.5000
10249	FGI		0.15	0.29	4.38	FGI 인더스트리스	0.6495
10250	FGL		3.82	0.02	0.19	파운더 그룹	0.7431
10251	FHB	상업은행	1.84	1.23	14.08	퍼스트 하와이언	25.8700
10252	FIBK	상업은행	2.11	0.95	14.46	퍼스트 인터스테이트 뱅크시스템	30.4900
10253	FINW		0.92	1.17	17.01	핀와이즈 뱅코프	15.7000
10254	FIP		1.28	1.55	5.01	FTAI 인프라스트럭처	6.4350
10255	FISI	상업은행	1.79	0.94	14.98	파이낸셜 인스티튜션스	26.8350
10256	FITB	상업은행	3.15	1.57	13.63	피프스 서드 뱅코프	42.9150
10257	FIVE	도/소매	4.77	3.84	27.15	파이브 빌로우	129.5000
10258	FIVN	인터넷소프트웨어 및 IT서비스	0.10	3.11	283.87	파이브나인	27.1100
10259	FIZZ	음식료 및 담배생산	1.98	10.46	22.54	내셔널 베버리지	44.7100
10260	FKWL		0.14	1.34	28.32	프랭클린 와이어리스	4.0100
10261	FLD		1.99	2.96	2.31	폴드 홀딩스	4.5975
10262	FLEX	컴퓨터전자장비/기기	2.11	3.80	23.86	플렉스	50.3700
10263	FLGC		0.98	2.60	0.65	플로라 그로스	0.6353
10264	FLGT	건강관리장비 및 서비스	1.34	0.54	14.92	펄젠트 제네틱스	19.9500
10265	FLIC	상업은행	0.72	0.70	16.41	퍼스트 오브 롱 아일랜드	11.8700
10266	FLL	여행서비스 및 제품	1.11	4.62	3.59	풀 하우스 리조츠	3.9800
10267	FLNC		0.30	3.67	26.50	플루언스 에너지	7.8300
10268	FLNT	미디어	1.81	1.92	1.13	플루언트	2.0500
10269	FLWS	도/소매	2.66	1.07	2.02	1 800 플라워스닷컴	5.3600
10270	FLX		0.58	2.16	5.61	빙엑스(ADR)	3.2700
10271	FLXS	가정용 내구재	2.54	1.28	15.08	플렉스스틸 인더스트리스	38.3100
10272	FLYE		0.05	1.54	15.55	플라이 이 그룹	0.8350
10273	FLYW		0.03	1.83	417.91	플라이와이어	11.7850
10274	FMAO	상업은행	1.99	1.05	13.33	파머스 앤드 머천츠 뱅코프	26.5000
10275	FMBH	상업은행	3.36	1.07	11.57	퍼스트 미드 뱅크셰어스	38.9200
10276	FMNB	상업은행	1.29	1.26	11.18	파머스 내셔널 뱅코프	14.3700
10277	FMST		0.43	2.00	7.57	포모스트 클린 에너지	3.2650
10278	FNGR		0.10	8.25	20.42	핑거모션	1.9708
10279	FNKO	도/소매	0.37	1.25	13.21	펀코	4.8300
10280	FNLC	상업은행	2.52	1.13	10.44	퍼스트 뱅코프	26.2700
10281	FNWB	상업은행	1.81	0.52	4.49	퍼스트 노스웨스트 뱅코프	8.1325
10282	FNWD		0.77	0.80	36.76	핀워드 뱅코프	28.2500
10283	FOLD	바이오	0.09	9.42	62.38	아미쿠스 테라퓨틱스	5.9200
10284	FONR	건강관리장비 및 서비스	1.22	0.56	12.50	포나	15.2700
10285	FORA		0.12	2.08	16.89	포리언	2.0000
10286	FORL		0.04	3.20	311.74	포 리프 애퀴지션	11.6591
10287	FORM	반도체 및 반도체장비	0.69	2.89	52.36	폼팩터	36.2300
10288	FORR	상업 및 전문서비스	4.57	1.33	2.25	포레스터 리서치	10.2950
10289	FORTY	인터넷소프트웨어 및 IT서비스	5.35	2.95	24.52	포뮬러 시스템스 1985(ADR)	131.1001
10290	FOSL	섬유의복 및 호화제품	1.81	0.61	0.89	파슬 그룹	1.6100
10291	FOX	미디어	4.02	1.99	12.64	폭스 B	50.8300
10292	FOXA	미디어	4.02	2.15	13.68	폭스 A	55.0200
10293	FOXF	자동차관련부품	5.99	1.25	4.72	폭스 팩토리 홀딩	28.2500
10294	FPAY	금융서비스	0.22	2.76	5.24	플렉스쇼퍼	1.1601
10295	FRAF	상업은행	2.61	1.08	14.04	프랭클린 파이낸셜 서비시스	36.6500
10296	FRBA	상업은행	1.55	0.97	10.42	퍼스트 뱅크	16.1100
10297	FRD		0.87	0.88	19.14	프리드먼 인더스트리스	16.6400
10298	FRGT		16.57	0.68	0.11	프레이트 테크놀로지스	1.8400
10299	FRHC		1.42	7.03	98.48	프리덤 홀딩	139.9200
10300	FRME	상업은행	3.55	1.01	11.33	퍼스트 머천츠	40.2350
10301	FROG		0.71	6.04	59.48	제이프로그	42.1500
10302	FRPH	REIT's 및 부동산관리개발	0.36	1.21	75.37	FRP 홀딩스	26.9600
10303	FRPT	음식료 및 담배생산	0.30	3.33	238.59	프레시펫	71.7200
10304	FRSH		0.24	4.16	60.95	프레시웍스	14.8100
10305	FRST		0.16	0.73	68.77	프리미스 파이낸셜	11.0300
10306	FRSX	자동차관련부품	0.70	1.51	0.77	포어사이트 오토노모스 홀딩스(ADR)	0.5401
10307	FSBC		2.27	1.57	13.20	파이브 스타 뱅코프	29.9800
10308	FSBW	금융서비스	4.35	1.07	9.51	FS 뱅코프	41.3600
10309	FSEA	금융서비스	0.11	0.87	103.88	퍼스트 시코스트 뱅코프	11.2500
10310	FSFG	상업은행	2.81	1.00	9.22	퍼스트 세이빙스 파이낸셜 그룹	25.9400
10311	FSHP		0.38	2.38	27.59	플래그 십 애퀴지션	10.4300
10312	FSLR	반도체 및 반도체장비	11.76	2.28	14.78	퍼스트 솔라	173.9150
10313	FSTR	기계 및 전기장비	3.30	1.44	7.07	LB 포스터	23.3300
10314	FSUN		3.08	0.94	11.78	퍼스트선 캡 뱅코프	36.3100
10315	FSV	REIT's 및 부동산관리개발	2.89	6.66	61.26	퍼스트서비스	176.8250
10316	FTAI		0.20	406.71	549.19	FTAI 에비에이션	112.0900
10317	FTCI		3.43	4.03	1.40	FTC 솔라	4.7928
10318	FTDR	소비자 서비스	3.08	21.82	18.89	프론트도어	58.1750
10319	FTEK	상업 및 전문서비스	0.10	1.88	26.14	퓨얼 테크	2.5250
10320	FTEL		0.41	1.41	1.25	피텔	0.5181
10321	FTFT	음식료 및 담배생산	20.93	0.33	0.06	퓨처 핀테크 그룹	1.1799
10322	FTHM		0.99	0.90	1.43	패덤 홀딩스	1.4200
10323	FTLF		0.91	3.29	15.03	핏라이프 브랜즈	13.6446
10324	FTNT	인터넷소프트웨어 및 IT서비스	2.43	39.91	41.92	포티넷	101.8400
10325	FTRE		8.57	0.53	0.59	포트리아 홀딩스	5.0600
10326	FUFU		0.01	3.61	306.41	비트푸푸	3.3399
10327	FULC	제약	0.07	1.66	106.68	풀크럼 테라퓨틱스	7.0300
10328	FULT	상업은행	1.70	1.11	11.02	풀턴 파이낸셜	18.7700
10329	FUNC	상업은행	3.49	1.17	9.50	퍼스트 유나이티드	33.1500
10330	FUND		0.07	0.92	116.62	SPROTT FOCUS TRUST	7.6500
10331	FUSB	상업은행	1.29	0.72	9.92	퍼스트 유에스 뱅크셰어스	12.7500
10332	FUTU		5.99	4.79	19.81	푸투 홀딩스(ADR)	118.7150
10333	FVCB	상업은행	1.02	0.93	11.89	에프브이시뱅코프	12.1800
10334	FVN		0.02	16.66	518.41	퓨처 비전 2 애퀴지션	10.4200
10335	FWONA	미디어	0.36	3.10	258.76	리버티 포뮬러 원 A	92.1700
10336	FWONK	미디어	0.36	3.43	285.98	리버티 포뮬러 원 C	101.8650
10337	FWRD	항공사 및 항공운송	29.61	5.03	0.86	포워드 에어	25.5900
10338	FWRG		0.17	1.76	98.74	퍼스트 와치 레스토랑 그룹	17.2000
10339	FXNC	상업은행	0.82	1.10	25.22	퍼스트 내셔널	20.6400
10340	FYBR		1.55	1.87	23.51	프런티어 커뮤니케이션스 페어런트	36.5250
10341	GABC	상업은행	2.49	1.44	16.15	저먼 아메리칸 뱅코프	40.1500
10342	GAIA	미디어	0.22	1.30	20.48	가이아	4.5200
10343	GAIN	금융서비스	1.78	1.05	7.99	글래드스톤 인베스트먼트	14.2050
10344	GAMB		0.97	2.86	12.17	갬블링닷컴	11.8300
10345	GAME		1.51	3.10	0.56	게임스퀘어 홀딩스	0.8406
10346	GAN					GAN	
10347	GANX		0.89	8.01	1.81	게인 테라퓨틱스	1.6100
10348	GASS	에너지 및 관련 서비스	1.87	0.38	3.53	스텔스가스	6.5900
10349	GAUZ		2.71	3.74	2.86	고지	7.7600
10350	GBDC	금융서비스	1.12	0.97	12.95	골럽 캐피털 BDC	14.5550
10351	GBFH		1.39	3.44	25.48	지뱅크 파이낸셜 홀딩스	35.3500
10352	GBIO		1.08	0.31	0.32	제너레이션 바이오	0.3434
10353	GCBC	금융서비스	1.68	1.77	14.20	그린 카운티 뱅코프	23.8000
10354	GCL		0.20	3.08	17.84	GCL 글로벌 홀딩스	3.5000
10355	GCT		3.07	1.98	6.83	기가클라우드 테크놀로지	20.9950
10356	GDEN	여행서비스 및 제품	0.39	1.73	77.37	골든 엔터테인먼트	30.2600
10357	GDHG		35.21	0.01	0.03	골든 헤븐 그룹 홀딩스	1.1999
10358	GDRX		0.07	2.81	68.57	굿알엑스 홀딩스	5.0950
10359	GDS	인터넷소프트웨어 및 IT서비스	0.10	1.83	295.00	GDS 홀딩스(ADR)	30.0900
10360	GDTC		0.16	3.81	13.28	사이토메드 테라퓨틱스	2.1700
10361	GDYN		0.13	1.94	90.94	그리드 다이내믹스 홀딩스	11.8950
10362	GECC	금융서비스	0.41	0.95	26.43	그레이트 엘름 캐피털	10.9100
10363	GEG		0.07	0.97	28.67	그레이트 엘름 그룹	2.0900
10364	GEHC		4.76	3.77	15.92	GE 헬스케어 테크놀로지스	75.7350
10365	GEN		1.03	8.04	28.71	젠 디지털	29.5800
10366	GENK		0.04	8.47	106.15	젠 레스토랑 그룹	3.8000
10367	GEOS	에너지 및 관련 서비스	1.28	1.29	10.49	지오스페이스 테크놀로지스	13.3900
10368	GERN	바이오	0.21	3.34	6.66	제론	1.4050
10369	GEVO	에너지 및 관련 서비스	0.34	0.72	4.10	제보	1.4100
10370	GFAI		0.53	0.64	2.20	가드포스 AI	1.1550
10371	GFS		0.34	1.98	115.97	글로벌파운드리스	39.5000
